AbsCN.seq	ASCAT	PurBayes	ABSOLUTE	mean	median
TCGA-IB-AAUO-01	0.26	0.34088475747512	0.3100032	0.34	0.31272198936878	0.3250016
TCGA-IB-AAUP-01	0.37	0.4481204114486	0.04788184	0.87	0.43400056286215	0.4090602057243
TCGA-IB-AAUQ-01	0.44	0.348889091772422	0.2321913	0.26	0.320270097943106	0.304444545886211
TCGA-IB-AAUR-01	0.64	0.534866353456605	0.03380358	0.95	0.539667483364151	0.587433176728303
TCGA-IB-AAUS-01	0.29	0.491269580171656	0.7011191	0.554257099617188	0.509161444947211	0.522763339894422
TCGA-IB-AAUT-01	0.28	0.339577346471011	0.24799	0.368479044290393	0.309011597690351	0.309788673235506
TCGA-IB-AAUU-01	0.55	0.469239528912008	0.4946386	0.39	0.475969532228002	0.481939064456004
TCGA-IB-AAUV-01	0.3	0.278200129740295	0.03700914	0.293310133612303	0.22712985083815	0.285755131676299
TCGA-IB-AAUW-01	0.28	0.268812122856238	0.03124116	0.281812605889451	0.215466472186422	0.274406061428119
TCGA-IC-A6RE-01	0.43	0.448231329172909	0.3636211	0.54	0.445463107293227	0.439115664586454
TCGA-IC-A6RF-01	0.36	0.471552326944392	0.5602727	0.530109304627394	0.480483582892946	0.500830815785893
TCGA-IG-A3I8-01	0.5	0.64	0.4167778	0.62	0.54419445	0.56
TCGA-IG-A3QL-01	0.73	0.72	0.77868358719692	0.802703755366973	0.757846835640973	0.75434179359846
TCGA-IG-A3Y9-01	0.43	0.27	0.2309065	0.27	0.300226625	0.27
TCGA-IG-A3YA-01	0.38	0.26	0.2307205	0.23	0.275180125	0.24536025
TCGA-IG-A3YB-01	0.52	0.48	0.546161540207679	0.58	0.53154038505192	0.53308077010384
TCGA-IG-A3YC-01	0.48	0.29	0.4470029	0.25	0.366750725	0.36850145
TCGA-IG-A4P3-01	0.55	0.33	0.3643267	0.48	0.431081675	0.42216335
TCGA-IG-A4QS-01	0.71	0.64	0.4146478	0.61	0.59366195	0.625
TCGA-IG-A4QT-01	0.49	0.42	0.1835162	0.33	0.35587905	0.375
TCGA-IG-A50L-01	0.43	0.39	0.5220697	0.57	0.478017425	0.47603485
TCGA-IG-A51D-01	0.43	0.37	0.3440274	0.38	0.38100685	0.375
TCGA-IG-A5B8-01	0.4	0.34	0.3966824	0.36	0.3741706	0.3783412
TCGA-IG-A5S3-01	0.51	0.45	0.399418	0.55	0.4773545	0.48
TCGA-IG-A625-01	0.65	0.51	0.7193473	0.74	0.654836825	0.68467365
TCGA-IG-A6QS-01	0.67	0.638584885646227	0.721028	0.73	0.689903221411557	0.695514
TCGA-IG-A7DP-01	0.34	0.285878429180378	0.09921164	0.23	0.238772517295094	0.257939214590189
TCGA-IG-A8O2-01	0.64	0.591131444653109	0.647282650736338	0.64	0.629603523847362	0.64
TCGA-IG-A97H-01	0.59	0.572286203435251	0.604465	0.653478466142495	0.605057417394437	0.5972325
TCGA-IG-A97I-01	0.62	0.656901364226061	0.9771386	0.63	0.721009991056515	0.643450682113031
TCGA-IK-7675-01	0.52	0.85	0.8817387	0.817033415671261	0.767193028917815	0.83351670783563
TCGA-IK-8125-01	0.52	0.56	0.7320888	0.81	0.6555222	0.6460444
TCGA-IM-A3EB-01	0.29	0.3	0.6506578	0.68	0.48016445	0.4753289
TCGA-IM-A3ED-01	0.37	0.24	0.6046914	0.6	0.45367285	0.485
TCGA-IM-A3U2-01	0.35	0.515876389895894	0.6311452	0.65	0.536755397473974	0.573510794947947
TCGA-IM-A3U3-01	0.2	0.48	0.7329095	0.86	0.568227375	0.60645475
TCGA-IM-A41Y-01	0.31	0.32	0.6065271	0.62	0.464131775	0.46326355
TCGA-IM-A41Z-01	0.4	0.26	0.5488561	0.6	0.452214025	0.47442805
TCGA-IM-A420-01	0.38	0.23	0.3952209	0.67	0.418805225	0.38761045
TCGA-IM-A4EB-01	0.26	0.39	0.4621651	0.58	0.423041275	0.42608255
TCGA-IN-7806-01	0.45	0.6	0.6077233	0.65	0.576930825	0.60386165
TCGA-IN-7808-01	0.38	0.31	0.3814531	0.3	0.342863275	0.345
TCGA-IN-8462-01	0.62	0.5	0.4747756	0.55	0.5361939	0.525
TCGA-IN-8663-01	0.75	0.66	0.74418484953026	0.75	0.726046212382565	0.74709242476513
TCGA-IN-A6RI-01	0.66	0.67	0.724093	0.7	0.68852325	0.685
TCGA-IN-A6RJ-01	0.32	0.332468235108853	0.2381902	0.31	0.300164608777213	0.315
TCGA-IN-A6RL-01	0.41	0.41	0.7073925	0.59	0.529348125	0.5
TCGA-IN-A6RO-01	0.7	0.688687233756269	0.771737258356673	0.85	0.752606123028236	0.735868629178337
TCGA-IN-A6RR-01	0.84	0.7	0.801065118407887	0.79	0.782766279601972	0.795532559203944
TCGA-IN-A6RS-01	0.52	0.486531245597736	0.5019553	0.48	0.497121636399434	0.494243272798868
TCGA-IN-A7NR-01	0.32	0.291734154735869	0.183411	0.2	0.248786288683967	0.245867077367934
TCGA-IN-A7NT-01	0.53	0.480757243933319	0.4878286	0.46	0.48964646098333	0.48429292196666
TCGA-IN-A7NU-01	0.63	0.529405924129908	0.5097705	0.53	0.549794106032477	0.529702962064954
TCGA-IN-AB1V-01	0.39	0.385090368589702	0.3240908	0.37	0.367295292147425	0.377545184294851
TCGA-IN-AB1X-01	0.33	0.394179625832041	0.3756386	0.42	0.37995455645801	0.38490911291602
TCGA-IP-7968-01	0.69	0.69	0.727921807042104	0.72	0.706980451760526	0.705
TCGA-IQ-7630-01	0.57	0.54	0.5185867	0.58	0.552146675	0.555
TCGA-IQ-7631-01	0.33	0.76	0.7242407	0.8	0.653560175	0.74212035
TCGA-IQ-7632-01	0.65	0.23	0.1941706	0.24	0.32854265	0.235
TCGA-IQ-A61E-01	0.33	0.34	0.4955511	0.32	0.371387775	0.335
TCGA-IQ-A61G-01	0.54	0.7	0.694496891343336	0.75	0.671124222835834	0.697248445671668
TCGA-IQ-A61H-01	0.44	0.28	0.3873064	0.42	0.3818266	0.4036532
TCGA-IQ-A61I-01	0.41	0.7	0.6489319	0.73	0.622232975	0.67446595
TCGA-IQ-A61J-01	0.39	0.27	0.4086112	0.41	0.3696528	0.3993056
TCGA-IQ-A61O-01	0.45	0.44	0.2117905	0.38	0.370447625	0.41
TCGA-IQ-A6SG-01	0.48	0.475922175766096	0.500307012638666	0.48	0.484057297101191	0.48
TCGA-IQ-A6SH-01	0.52	0.508347980539218	0.541673505051998	0.53	0.525005371397804	0.525
TCGA-IR-A3L7-01	0.69	0.71	0.5600819	0.84	0.700020475	0.7
TCGA-IR-A3LA-01	0.83	0.75	0.8628177	0.88	0.830704425	0.84640885
TCGA-IR-A3LB-01	0.4	0.69	0.6206842	0.72	0.60767105	0.6553421
TCGA-IR-A3LC-01	0.61	0.67	0.7591361	0.78	0.704784025	0.71456805
TCGA-IR-A3LF-01	0.32	0.26	0.271971	0.25	0.27549275	0.2659855
TCGA-IR-A3LH-01	0.54	0.4	0.4467458	0.49	0.46918645	0.4683729
TCGA-IR-A3LI-01	0.61	0.84	0.8563109	0.93	0.809077725	0.84815545
TCGA-IR-A3LK-01	0.79	0.8	0.8076712	0.84	0.8094178	0.8038356
TCGA-IR-A3LL-01	0.32	0.32	0.4882186	0.5	0.40705465	0.4041093
TCGA-IZ-8195-01	0.33	0.601666957400489	0.7714503	0.88	0.645779314350122	0.686558628700245
TCGA-IZ-8196-01	0.49	0.662070136495698	0.84705	0.89	0.722280034123925	0.754560068247849
TCGA-IZ-A6M8-01	0.31	0.500468711213205	0.6195996	0.64	0.517517077803301	0.560034155606603
TCGA-IZ-A6M9-01	0.62	0.667157071317276	0.8136096	0.81	0.727691667829319	0.738578535658638
TCGA-J1-A4AH-01	0.47	0.53	0.4670472	0.33	0.4492618	0.4685236
TCGA-J2-8192-01	0.33	0.36	0.3713718	0.41	0.36784295	0.3656859
TCGA-J2-8194-01	0.39	0.35	0.6593606	0.44	0.45984015	0.415
TCGA-J2-A4AD-01	0.4	0.36	0.5218384	0.57	0.4629596	0.4609192
TCGA-J2-A4AE-01	0.29	0.48	0.3048439	0.52	0.398710975	0.39242195
TCGA-J2-A4AG-01	0.26	0.319941125041305	0.2509192	0.31	0.285215081260326	0.285
TCGA-J4-8198-01	0.28	0.65	0.3979463	0.66	0.496986575	0.52397315
TCGA-J4-8200-01	0.48	0.51	0.5292232	0.52	0.5098058	0.515
TCGA-J4-A67K-01	0.27	0.41	0.4732887	0.55	0.425822175	0.44164435
TCGA-J4-A67L-01	0.6	0.46	0.3985564	0.36	0.4546391	0.4292782
TCGA-J4-A67M-01	0.24	0.24	0.213411	0.37	0.26585275	0.24
TCGA-J4-A67N-01	0.4	0.7	0.6470078	0.74	0.62175195	0.6735039
TCGA-J4-A67O-01	0.41	0.315291714728305	0.1624301	0.22	0.276930453682076	0.267645857364153
TCGA-J4-A67Q-01	0.43	0.43	0.2426415	0.29	0.348160375	0.36
TCGA-J4-A67R-01	0.27	0.61	0.09011954	0.2	0.292529885	0.235
TCGA-J4-A67S-01	0.28	0.44	0.2731037	0.44	0.358275925	0.36
TCGA-J4-A67T-01	0.27	0.44	0.2499909	0.44	0.349997725	0.355
TCGA-J4-A6G1-01	0.2	0.29	0.1310813	0.58	0.300270325	0.245
TCGA-J4-A6G3-01	0.23	0.27	0.1692368	0.304031672744032	0.243317118186008	0.25
TCGA-J4-A6M7-01	0.62	0.79	0.7993621	0.83	0.759840525	0.79468105
TCGA-J4-A83I-01	0.4	0.608750229732607	0.827574	0.79	0.656581057433152	0.699375114866303
TCGA-J4-A83J-01	0.3	0.475824727693868	0.5786839	0.59	0.486127156923467	0.527254313846934
TCGA-J4-A83K-01	0.24	0.352019906156078	0.2665485	0.44	0.32464210153902	0.309284203078039
TCGA-J4-A83L-01	0.22	0.294591769866369	0.1714626	0.32	0.251513592466592	0.257295884933185
TCGA-J4-A83M-01	0.63	0.567790476637819	0.6005731	0.6	0.599590894159455	0.60028655
TCGA-J4-A83N-01	0.24	0.442573834859753	0.5682432	0.53	0.445204258714938	0.486286917429876
TCGA-J4-AATV-01	0.31	0.476205408854677	0.11484253	0.98	0.470261984713669	0.393102704427339
TCGA-J4-AATZ-01	0.45	0.567931066182004	0.6567334	0.73	0.601166116545501	0.612332233091002
TCGA-J4-AAU2-01	0.28	0.536211374792558	0.7795935	0.67	0.566451218698139	0.603105687396279
TCGA-J7-6720-01	0.49	0.550109526395902	0.6514735	0.626318605459639	0.579475407963885	0.588214065927771
TCGA-J7-8537-01	0.25	0.368328441383507	0.3748305	0.4	0.348289735345877	0.371579470691753
TCGA-J7-A8I2-01	0.8	0.782423060302458	0.9145676	0.99	0.871747665075615	0.8572838
TCGA-J8-A3NZ-01	0.65	0.26	0.7523147	0.78	0.610578675	0.70115735
TCGA-J8-A3O0-01	0.3	0.61	0.69108	0.85	0.61277	0.65054
TCGA-J8-A3O1-01	0.89	0.45	0.837911	0.85	0.75697775	0.8439555
TCGA-J8-A3O2-01	0.27	0.29	0.322823	0.5	0.34570575	0.3064115
TCGA-J8-A3YD-01	0.38	0.21	0.1710273	0.28	0.260256825	0.245
TCGA-J8-A3YE-01	0.46	0.29	0.8074802	0.91	0.61687005	0.6337401
TCGA-J8-A3YF-01	0.27	0.31	0.6399378	0.67	0.47248445	0.4749689
TCGA-J8-A3YG-01	0.36	0.384026662771344	0.3537963	0.37	0.366955740692836	0.365
TCGA-J8-A3YH-01	0.3	0.49	0.25223	0.67	0.4280575	0.395
TCGA-J8-A42S-01	0.29	0.38	0.1937912	0.73	0.3984478	0.335
TCGA-J8-A4HW-01	0.31	0.26	0.5187829	0.67	0.439695725	0.41439145
TCGA-J8-A4HY-01	0.26	0.385157546766415	0.3806669	0.45	0.368956111691604	0.382912223383208
TCGA-J9-A52B-01	0.39	0.49	0.2950093	0.69	0.466252325	0.44
TCGA-J9-A52C-01	0.26	0.37	0.318679	0.29	0.30966975	0.3043395
TCGA-J9-A52E-01	0.33	0.4	0.5408423	0.39	0.415210575	0.395
TCGA-J9-A8CK-01	0.42	0.459684200477838	0.4148815	0.55	0.461141425119459	0.439842100238919
TCGA-J9-A8CL-01	0.62	0.62160320097872	0.678983	0.75	0.66764655024468	0.65029310048936
TCGA-J9-A8CM-01	0.45	0.483414193037513	0.4054227	0.62	0.489709223259378	0.466707096518757
TCGA-J9-A8CN-01	0.34	0.602222300499614	0.7624497	0.88	0.646168000124903	0.682336000249807
TCGA-J9-A8CP-01	0.52	0.539988321926878	0.6022028	0.6	0.565547780481719	0.569994160963439
TCGA-JL-A3YW-01	0.32	0.29	0.3287574	0.34	0.31968935	0.3243787
TCGA-JL-A3YX-01	0.49	0.5	0.7058861	0.58	0.568971525	0.54
TCGA-JU-AAVI-01	0.63	0.608037350357065	0.7346627	0.64	0.653175012589266	0.635
TCGA-JW-A5VG-01	0.75	0.71	0.7011814	0.78	0.73529535	0.73
TCGA-JW-A5VH-01	0.59	0.68	0.7663285	0.76	0.699082125	0.72
TCGA-JW-A5VI-01	0.65	0.59	0.5949066	0.67	0.62622665	0.6224533
TCGA-JW-A5VJ-01	0.48	0.6	0.4629288	0.65	0.5482322	0.54
TCGA-JW-A5VK-01	0.88	0.69	0.973001	0.94	0.87075025	0.91
TCGA-JW-A5VL-01	0.58	0.72	0.824087	0.86	0.74602175	0.7720435
TCGA-JW-A69B-01	0.76	0.58	0.815305	0.78	0.73382625	0.77
TCGA-JW-A852-01	0.4	0.573786141867862	0.6473428	0.81	0.607782235466966	0.610564470933931
TCGA-JW-AAVH-01	0.63	0.692635491888732	0.77677416002265	0.93	0.757352412977846	0.734704825955691
TCGA-JX-A3PZ-01	0.67	0.6	0.6073484	0.7	0.6443371	0.6386742
TCGA-JX-A3Q0-01	0.33	0.77	0.643858	0.76	0.6259645	0.701929
TCGA-JX-A3Q8-01	0.79	0.79	0.5671254	0.86	0.75178135	0.79
TCGA-JX-A5QV-01	0.47	0.63	0.9701517	0.64	0.677537925	0.635
TCGA-JY-A6F8-01	0.6	0.602416901659174	0.6624166	0.71	0.643708375414794	0.632416750829587
TCGA-JY-A6FA-01	0.77	0.714480107053168	0.8885587	0.78	0.788259701763292	0.775
TCGA-JY-A6FB-01	0.61	0.5804001693909	0.633592467259766	0.64	0.615998159162667	0.621796233629883
TCGA-JY-A6FD-01	0.33	0.416827621677095	0.4540156	0.44	0.410210805419274	0.428413810838547
TCGA-JY-A6FE-01	0.7	0.637958408037107	0.707021097911878	0.71	0.688744876487246	0.703510548955939
TCGA-JY-A6FG-01	0.46	0.589144182214713	0.7288186	0.74	0.629490695553678	0.658981391107356
TCGA-JY-A6FH-01	0.71	0.694932731868261	0.7766354	0.86	0.760392032967065	0.7433177
TCGA-JY-A938-01	0.5	0.439951433615214	0.3857103	0.42	0.436415433403804	0.429975716807607
TCGA-JY-A939-01	0.38	0.312607797118906	0.1965053	0.21	0.274778274279726	0.261303898559453
TCGA-JY-A93C-01	0.65	0.588163703540437	0.5991824	0.66	0.624336525885109	0.6245912
TCGA-JY-A93D-01	0.54	0.416032402109329	0.3371516	0.33	0.405796000527332	0.376592001054665
TCGA-JY-A93E-01	0.47	0.495696191442113	0.6238468	0.46	0.512385747860528	0.482848095721056
TCGA-JY-A93F-01	0.52	0.581744777004397	0.6732137	0.7	0.618739619251099	0.627479238502199
TCGA-K4-A3WS-01	0.29	0.26	0.3562474	0.4	0.32656185	0.3231237
TCGA-K4-A3WU-01	0.41	0.422549160651697	0.2247563	0.58	0.409326365162924	0.416274580325848
TCGA-K4-A3WV-01	0.71	0.59	0.9115508	0.67	0.7203877	0.69
TCGA-K4-A4AB-01	0.51	0.57	0.7315174	0.56	0.59287935	0.565
TCGA-K4-A4AC-01	0.42	0.31	0.3485359	0.32	0.349633975	0.33426795
TCGA-K4-A54R-01	0.83	0.6	0.5741666	0.46	0.61604165	0.5870833
TCGA-K4-A5RH-01	0.39	0.33	0.413650277280753	0.48	0.403412569320188	0.401825138640376
TCGA-K4-A5RI-01	0.94	0.44	0.772413	0.71	0.71560325	0.7412065
TCGA-K4-A5RJ-01	0.44	0.46	0.4514314	0.33	0.42035785	0.4457157
TCGA-K4-A6FZ-01	0.5	0.36	0.4037071	0.33	0.398426775	0.38185355
TCGA-K4-A6MB-01	0.8	0.74	0.791899399301254	0.75	0.770474849825314	0.770949699650627
TCGA-K4-A83P-01	0.26	0.236384336287358	0.1319854	0.09	0.179592434071839	0.184184868143679
TCGA-K4-AAQO-01	0.36	0.382306147127673	0.3926432	0.33	0.366237336781918	0.371153073563836
TCGA-K6-A3WQ-01	0.76	0.66	0.6371506	0.78	0.70928765	0.71
TCGA-K7-A5RF-01	0.31	0.41	0.1277468	0.373313643481978	0.305265110870494	0.341656821740989
TCGA-K7-A5RG-01	0.48	0.44	0.2999924	0.484521849713467	0.426128562428367	0.46
TCGA-K7-A6G5-01	0.75	0.62	0.4717607	0.6	0.610440175	0.61
TCGA-K7-AAU7-01	0.53	0.505653243662185	0.518084	0.53	0.520934310915546	0.524042
TCGA-KB-A6F7-01	0.43	0.53177318495809	0.6454826	0.62	0.556813946239523	0.575886592479045
TCGA-KB-A93G-01	0.69	0.379339515860166	0.1397537	0.21	0.354773303965041	0.294669757930083
TCGA-KB-A93H-01	0.72	0.605254228480191	0.665299475118207	0.6	0.647638425899599	0.635276851799199
TCGA-KB-A93J-01	0.89	0.671861656066295	0.6175451	0.73	0.727351689016574	0.700930828033147
TCGA-KC-A4BL-01	0.28	0.55	0.10633273	0.5	0.3590831825	0.39
TCGA-KC-A4BN-01	0.22	0.4	0.2113318	0.33	0.29033295	0.275
TCGA-KC-A4BR-01	0.36	0.338720736892986	0.153419	0.367429951283471	0.304892422044114	0.349360368446493
TCGA-KC-A4BV-01	0.38	0.64	0.6028728	0.66	0.5707182	0.6214364
TCGA-KC-A7F3-01	0.32	0.40580523879678	0.4276744	0.43	0.395869909699195	0.41673981939839
TCGA-KC-A7F6-01	0.49	0.54188639991073	0.5287783	0.7	0.565166174977682	0.535332349955365
TCGA-KC-A7FA-01	0.43	0.581503283118592	0.7290005	0.74	0.620125945779648	0.655251891559296
TCGA-KC-A7FD-01	0.39	0.574837518809464	0.6751981	0.8	0.610008904702366	0.625017809404732
TCGA-KC-A7FE-01	0.26	0.298676912447001	0.1457017	0.3183881272432	0.25569168492255	0.279338456223501
TCGA-KH-A6WC-01	0.41	0.310063532499691	0.1506044	0.21	0.270166983124923	0.260031766249845
TCGA-KJ-A3U4-01	0.83	0.7	0.8115207	0.834659690443755	0.794045097610939	0.82076035
TCGA-KK-A59V-01	0.46	0.59	0.5381853	0.58	0.542046325	0.55909265
TCGA-KK-A59X-01	0.96	0.82	0.8003189	0.86	0.860079725	0.84
TCGA-KK-A59Y-01	0.32	0.7	0.6401461	0.77	0.607536525	0.67007305
TCGA-KK-A59Z-01	0.61	0.65	0.8431145	0.8	0.725778625	0.725
TCGA-KK-A6DY-01	0.26	0.29	0.2086226	0.44	0.29965565	0.275
TCGA-KK-A6E0-01	0.33	0.61	0.6196798	0.64	0.54991995	0.6148399
TCGA-KK-A6E1-01	0.65	0.62	0.7246098	0.66	0.66365245	0.655
TCGA-KK-A6E2-01	0.28	0.81	0.6355482	0.86	0.64638705	0.7227741
TCGA-KK-A6E3-01	0.22	0.41	0.13592	0.75	0.37898	0.315
TCGA-KK-A6E4-01	0.49	0.76	0.6686562	0.82	0.68466405	0.7143281
TCGA-KK-A6E5-01	0.29	0.48	0.2264538	0.61	0.40161345	0.385
TCGA-KK-A6E6-01	0.26	0.44	0.3748138	0.44	0.37870345	0.4074069
TCGA-KK-A6E7-01	0.38	0.57	0.6738678	0.57	0.54846695	0.57
TCGA-KK-A6E8-01	0.41	0.8	0.7929726	0.84	0.71074315	0.7964863
TCGA-KK-A7AP-01	0.73	0.717526105174356	0.8201379	0.89	0.789416001293589	0.77506895
TCGA-KK-A7AQ-01	0.39	0.573687536298078	0.716606	0.76	0.610073384074519	0.645146768149039
TCGA-KK-A7AU-01	0.69	0.81	0.8882945	0.88	0.817073625	0.845
TCGA-KK-A7AV-01	0.37	0.35	0.179205	0.35	0.31230125	0.35
TCGA-KK-A7AW-01	0.53	0.52	0.619217394315718	0.75	0.604804348578929	0.574608697157859
TCGA-KK-A7AY-01	0.77	0.678690926792176	0.7279088	0.78	0.739149931698044	0.7489544
TCGA-KK-A7AZ-01	0.56	0.77	0.8070305	0.87	0.751757625	0.78851525
TCGA-KK-A7B0-01	0.27	0.3	0.2654795	0.31	0.286369875	0.285
TCGA-KK-A7B1-01	0.31	0.51	0.2345724	0.54	0.3986431	0.41
TCGA-KK-A7B2-01	0.23	0.458745238701531	0.1400574	0.97	0.449700659675383	0.344372619350766
TCGA-KK-A7B3-01	0.42	0.476221685015294	0.5473271	0.5	0.485887196253824	0.488110842507647
TCGA-KK-A7B4-01	0.36	0.53	0.6892612	0.72	0.5748153	0.6096306
TCGA-KK-A8I4-01	0.21	0.315652781229461	0.1843545	0.4	0.277501820307365	0.262826390614731
TCGA-KK-A8I5-01	0.48	0.565456657746066	0.4714363	0.85	0.591723239436517	0.522728328873033
TCGA-KK-A8I6-01	0.29	0.510322388965177	0.6635325	0.66	0.530963722241294	0.585161194482588
TCGA-KK-A8I7-01	0.24	0.268769685778144	0.1606333	0.21	0.219850746444536	0.225
TCGA-KK-A8I8-01	0.38	0.552707699132246	0.6688529	0.73	0.582890149783062	0.610780299566123
TCGA-KK-A8I9-01	0.27	0.370721802374111	0.2112347	0.53	0.345489125593528	0.320360901187056
TCGA-KK-A8IA-01	0.65	0.672844649748045	0.7231623	0.88	0.731501737437011	0.698003474874023
TCGA-KK-A8IB-01	0.25	0.384877073402456	0.2279066	0.59	0.363195918350614	0.317438536701228
TCGA-KK-A8IC-01	0.27	0.332014581513401	0.247051	0.35	0.29976639537835	0.3010072907567
TCGA-KK-A8ID-01	0.4	0.560143090309919	0.7607393	0.66	0.59522059757748	0.61007154515496
TCGA-KK-A8IF-01	0.86	0.760556610490027	0.7707383	0.97	0.840323727622507	0.81536915
TCGA-KK-A8IG-01	0.3	0.506430947002533	0.5996438	0.69	0.524018686750633	0.553037373501266
TCGA-KK-A8IH-01	0.57	0.559061249706282	0.3742154	0.82	0.580819162426571	0.564530624853141
TCGA-KK-A8II-01	0.32	0.638379031128865	0.8778814	0.94	0.694065107782216	0.758130215564432
TCGA-KK-A8IJ-01	0.37	0.417258631718983	0.2586244	0.57	0.403970757929746	0.393629315859492
TCGA-KK-A8IK-01	0.84	0.778624881378299	0.886473193025394	0.96	0.866274518600923	0.863236596512697
TCGA-KK-A8IL-01	0.26	0.444320405985864	0.4017441	0.66	0.441516126496466	0.423032252992932
TCGA-KK-A8IM-01	0.23	0.317989549862102	0.1834994	0.39	0.280372237465526	0.273994774931051
TCGA-KP-A3VZ-01	0.78	0.74	0.5216338	0.94	0.74540845	0.76
TCGA-KP-A3W0-01	0.61	0.64	0.7971055	0.7	0.686776375	0.67
TCGA-KP-A3W1-01	0.45	0.35	0.4988807	0.34	0.409720175	0.4
TCGA-KP-A3W3-01	0.81	0.74	0.5738976	0.81	0.7334744	0.775
TCGA-KP-A3W4-01	0.63	0.48	0.5310734	0.71	0.58776835	0.5805367
TCGA-KQ-A41N-01	0.57	0.624229993590317	0.7365987	0.76	0.672707173397579	0.680414346795158
TCGA-KQ-A41O-01	0.95	0.807102428018958	0.922802783772748	0.93	0.902476302947927	0.926401391886374
TCGA-KQ-A41P-01	0.72	0.666853516853459	0.743883384229743	0.77	0.7251842252708	0.731941692114871
TCGA-KQ-A41Q-01	0.48	0.495839759520319	0.4500031	0.6	0.50646071488008	0.487919879760159
TCGA-KQ-A41R-01	0.6	0.649527967739168	0.873888	0.71	0.708353991934792	0.679763983869584
TCGA-KQ-A41S-01	0.44	0.412187127759006	0.3416853	0.41	0.400968106939751	0.411093563879503
TCGA-KR-A7K0-01	0.32	0.533710789111022	0.571043	0.8	0.556188447277756	0.552376894555511
TCGA-KR-A7K2-01	0.54	0.663450324192853	0.9704155	0.74	0.728466456048213	0.701725162096427
TCGA-KR-A7K7-01	0.57	0.63120987256772	0.9309246	0.62	0.68803361814193	0.62560493628386
TCGA-KR-A7K8-01	0.32	0.37400118355082	0.2034155	0.5	0.349354170887705	0.34700059177541
TCGA-KS-A41F-01	0.27	0.36	0.6546153	0.82	0.526153825	0.50730765
TCGA-KS-A41I-01	0.55	0.62	0.5958416	0.75	0.6289604	0.6079208
TCGA-KS-A41J-01	0.43	0.27	0.8589635	0.552374635794285	0.527834533948571	0.491187317897142
TCGA-KS-A41L-01	0.43	0.54	0.7221431	0.67	0.590535775	0.605
TCGA-KS-A4I1-01	0.36	0.24	0.803908	0.67	0.518477	0.515
TCGA-KS-A4I3-01	0.52	0.635980211296548	0.7653126	0.83	0.687823202824137	0.700646405648274
TCGA-KS-A4I5-01	0.44	0.38	0.7615744	0.55	0.5328936	0.495
TCGA-KS-A4I7-01	0.37	0.5	0.269908	0.57	0.427477	0.435
TCGA-KS-A4I9-01	0.28	0.36	0.6348203	0.62	0.473705075	0.49
TCGA-KS-A4IB-01	0.8	0.72	0.7741376	0.99	0.8210344	0.7870688
TCGA-KS-A4IC-01	0.33	0.498545826181582	0.3784167	0.82	0.506740631545395	0.438481263090791
TCGA-KS-A4ID-01	0.7	0.521889960849407	0.4305065	0.5	0.538099115212352	0.510944980424704
TCGA-KT-A74X-01	0.72	0.73	0.8313052	0.87	0.7878263	0.7806526
TCGA-KT-A7W1-01	0.34	0.621690267738046	0.8498372	0.88	0.672881866934512	0.735763733869023
TCGA-KU-A66S-01	0.32	0.52	0.7511054	0.78	0.59277635	0.6355527
TCGA-KU-A66T-01	0.6	0.74	0.5433309	0.86	0.685832725	0.67
TCGA-KU-A6H7-01	0.38	0.54	0.2913119	0.54	0.437827975	0.46
TCGA-KU-A6H8-01	0.27	0.301159529187034	0.1900467	0.28	0.260301557296759	0.275
TCGA-KV-A6GD-01	0.37	0.350392406475727	0.2961083	0.28	0.324125176618932	0.323250353237863
TCGA-KV-A6GE-01	0.52	0.602594085452188	0.7318743	0.73	0.646117096363047	0.666297042726094
TCGA-KV-A74V-01	0.7	0.698161611320662	0.83755	0.83	0.766427902830165	0.765
TCGA-L3-A4E7-01	0.31	0.45	0.8841451	0.46	0.526036275	0.455
TCGA-L3-A524-01	0.73	0.54	0.5223585	0.59	0.595589625	0.565
TCGA-L4-A4E5-01	0.88	0.64	0.748321224752715	0.66	0.732080306188179	0.704160612376358
TCGA-L4-A4E6-01	0.26	0.38	0.11400059	0.342155800111407	0.274039097527852	0.301077900055704
TCGA-L5-A43C-01	0.37	0.35	0.3175388	0.22	0.3143847	0.3337694
TCGA-L5-A43E-01	0.65	0.57	0.6468004	0.61	0.6192001	0.6284002
TCGA-L5-A43H-01	0.35	0.31	0.3603824	0.56	0.3950956	0.3551912
TCGA-L5-A43I-01	0.66	0.6	0.5664314	0.67	0.62410785	0.63
TCGA-L5-A43J-01	0.65	0.63	0.665992107651869	0.64	0.646498026912967	0.645
TCGA-L5-A43M-01	0.5	0.57	0.4625124	0.35	0.4706281	0.4812562
TCGA-L5-A4OE-01	0.41	0.58	0.53883	0.44	0.4922075	0.489415
TCGA-L5-A4OF-01	0.42	0.5	0.33514	0.58	0.458785	0.46
TCGA-L5-A4OG-01	0.47	0.38	0.4474419	0.44	0.434360475	0.44372095
TCGA-L5-A4OH-01	0.61	0.58	0.4702767	0.63	0.572569175	0.595
TCGA-L5-A4OI-01	0.49	0.78	0.7755545	0.83	0.718888625	0.77777725
TCGA-L5-A4OJ-01	0.74	0.59	0.7308895	0.78	0.710222375	0.73544475
TCGA-L5-A4OM-01	0.645309909622361	0.67	0.750301436377168	0.86	0.731402836499882	0.710150718188584
